solver_short_name,solver_uuid,solution_uuid,problem_instance_short_name,problem_instance_uuid,task_uuid,instance_data_object_uuid,instance_data_object_url,num_orbitals,time_limit_seconds,accuracy_tol,reference_energy,calendar_due_date,attempted,solved_within_run_time,solved_within_accuracy_requirement,overall_run_time_seconds,is_resource_estimate,num_logical_qubits,num_shots,num_T_gates_per_shot,submitted_by_calendar_due_date,label
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,0a22de0f-df1b-4d2b-951b-5bc300b40b31,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,89253c8f-0f01-4046-a138-1bada22f0a6a,d7bea809-6e34-49f8-8daf-8d728dd18268,sftp://sftp.l3harris.com/gsee/fcidump.5_ts_ru_macho_melact_noncan_0.2_new.d7bea809-6e34-49f8-8daf-8d728dd18268.gz,21,172800,1.0,-2402.040506564869,2124-03-20T20:48:21.795324+00:00,True,True,True,43084.89137499999,True,643,3,2787362112,True,True
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,0a22de0f-df1b-4d2b-951b-5bc300b40b31,ru_macho,b78a10f2-ce8a-43c0-69ec-4cf666d8e85c,842d2152-2f91-4dce-b088-7ed26afb2381,73ae455f-a729-4fac-a626-5654b03c1ef5,sftp://sftp.l3harris.com/gsee/fcidump.6_ts_ru_macho_melact_noncan_0.2_new.73ae455f-a729-4fac-a626-5654b03c1ef5.gz,42,172800,1.0,-2402.219494504201,2124-03-20T20:48:21.795324+00:00,True,False,True,1114454.069333,True,1293,4,72133052288,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,b062b973-2916-4c90-9a02-3257ff826147,Cu_1,d5c7ab73-dfc1-499e-9027-601476004107,5f5fee92-5821-4d38-a54a-d204660f205f,6facf2d4-6cb3-49b6-8b66-3bd21c1461ec,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu1_vdz.6facf2d4-6cb3-49b6-8b66-3bd21c1461ec.gz,54,86400,1.0,-196.96723,,True,False,True,4590249.434356,True,1790,7,245556316272,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,Cu_1,d5c7ab73-dfc1-499e-9027-601476004107,1c7f5399-8982-4daf-81a5-7cef4e4588cc,68952c71-d281-40fa-bcd2-cb0352f70a89,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Cu1_vtz.68952c71-d281-40fa-bcd2-cb0352f70a89.gz,88,86400,1.0,-197.16304,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,ff832a34-a374-4b9d-8eff-75412870b0de,n_h3_0,127cfea5-8a7d-45a0-9012-949816a0b8d9,77c3a92c-066c-4043-a4a1-5e8324014d0b,9820e181-088a-4b00-8a14-8cafb952ccdd,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n_h3_cc-pVDZ.9820e181-088a-4b00-8a14-8cafb952ccdd.gz,29,86400,1.0,-56.40247687620448,,True,False,True,681890.2368369999,True,936,10,44159862504,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,n_h3_0,127cfea5-8a7d-45a0-9012-949816a0b8d9,1094e868-f84e-403b-9b54-50802b1cdb60,3b423f54-aa64-4331-a59b-d6c37de1fbb6,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n_h3_cc-pVTZ.3b423f54-aa64-4331-a59b-d6c37de1fbb6.gz,72,86400,1.0,-56.47363394407086,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,967736c9-d731-4ed5-9a74-772f3c4fcf78,planted_solution_0006,42958a3e-8b35-4992-acd8-6711848066c1,d28f02ba-d43f-4df9-a01a-f1e8ac326e08,a4b9a6bd-4479-44b2-b172-642f74396781,sftp://sftp.l3harris.com/gsee/planted_solutions/fcidump.planted_solution_0006.a4b9a6bd-4479-44b2-b172-642f74396781.gz,14,86400,1.0,-113.97424557507351,,True,True,True,61130.429207,True,516,4,3959293128,True,True
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,5d98439e-798b-49cb-9143-7bfb5845d7d2,n2_h4_0,f1a6b508-75e8-4afb-9c81-fc61af11b523,828c931b-4d5a-486e-ba26-abb293c1ccef,aba33661-3ce8-4f28-824f-e98244906d94,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_h4_cc-pVDZ.aba33661-3ce8-4f28-824f-e98244906d94.gz,48,86400,1.0,-111.5710695308248,,True,False,True,11479902.063199002,True,1562,34,614230132968,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,81994a12-f65d-4dc3-9b61-68c5ea543194,c2_h4_0,9fbd9b4c-5ea9-4095-af7b-7d4491399e42,26423f2e-e3e1-4bbb-b2ff-52bdae87d65b,40035d66-75b8-4b6e-95e5-8b1a3ff1a61d,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h4_cc-pVDZ.40035d66-75b8-4b6e-95e5-8b1a3ff1a61d.gz,48,86400,1.0,-78.35588036909999,,True,False,True,4261000.753793,True,1510,25,227974842480,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,c2_h4_0,9fbd9b4c-5ea9-4095-af7b-7d4491399e42,9757b7c2-d420-4ebb-8da7-38238951a5ca,4bd40563-25e1-4334-bf15-3ccd36c05ab2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.c2_h4_cc-pVTZ.4bd40563-25e1-4334-bf15-3ccd36c05ab2.gz,116,86400,1.0,-78.4398389278,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,37442a82-0f26-4050-ad4c-35cfe3f0fab9,O_1,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,752966e5-7de7-4506-82ae-6b22cd54b1c1,0767fb16-25bd-4f1c-b134-6b536191b36e,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vdz.0767fb16-25bd-4f1c-b134-6b536191b36e.gz,22,86400,1.0,-15.300670000000002,,True,True,True,63588.438512999994,True,715,2,4116415904,True,True
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,O_1,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,64122cc6-e1bb-4c11-8d00-2189d27194f1,3b587c2c-9579-4c7b-8b3f-e00c69c42981,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vqz.3b587c2c-9579-4c7b-8b3f-e00c69c42981.gz,79,86400,1.0,-15.3421,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,37442a82-0f26-4050-ad4c-35cfe3f0fab9,O_1,d712afaf-6ec4-42d9-b5fd-1edee3ec1046,f9bdbb3b-91b6-43f3-93ca-bef1e10d3835,ee1c9912-bca9-42fa-a90d-421e9a26c785,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.O1_vtz.ee1c9912-bca9-42fa-a90d-421e9a26c785.gz,45,86400,1.0,-15.33358,,True,False,True,1131370.594502,True,1472,2,73244477432,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,9030e9c9-0323-413c-a98e-aba16b180ba7,3092dd74-660d-4c7a-9d43-16d1436e084b,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_1.68_b_sto-3g_ne_12.3092dd74-660d-4c7a-9d43-16d1436e084b.gz,18,172800,1.0,,2124-10-26T21:13:19.486764,True,False,True,430423.07518999994,True,574,689,23031711424,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,c7c653b0-4440-4a36-a66b-8b81a9a351c7,96843098-e69d-4d1f-8a88-5b24826f7390,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_1.68_b_sto-3g_ne_28.96843098-e69d-4d1f-8a88-5b24826f7390.gz,26,172800,1.0,,2124-10-26T21:13:19.486764,True,False,True,4162912.5819209996,True,827,5090,222760536096,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,82f35801-6276-4090-a9aa-b821d94708d4,673dfe91-d90e-4ecd-8560-d6d74de11070,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_1.68_b_cc-pvdz-dk_ne_12.673dfe91-d90e-4ecd-8560-d6d74de11070.gz,68,172800,1.0,,2124-10-26T21:13:19.486764,False,False,True,,True,2223,323258,178066458414544,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,362386c9-f0c2-483e-a64d-52208ab9bbc1,4412b7d6-86db-4616-9dd2-2c32ee02560f,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_1.68_b_cc-pvdz-dk_ne_28.4412b7d6-86db-4616-9dd2-2c32ee02560f.gz,76,172800,1.0,,2124-10-26T21:13:19.486764,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,61ad4cfe-b057-4dd8-bd06-ed56347745c1,cdf017c4-7c30-4274-9567-f5e55a6ba857,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_2.0_b_sto-3g_ne_12.cdf017c4-7c30-4274-9567-f5e55a6ba857.gz,18,172800,1.0,,2124-10-26T21:13:19.486764,True,False,True,885834.579693,True,575,2904,47401404192,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,fc25a232-d249-4e1c-a9ec-360cab33f779,d9341cde-90e8-4d1e-beb2-4e40246d31ce,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_2.0_b_sto-3g_ne_28.d9341cde-90e8-4d1e-beb2-4e40246d31ce.gz,26,172800,1.0,-470.7185128567409,2124-10-26T21:13:19.486764,True,False,True,9881909.553916002,True,828,7745,450453571720,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,b99ec02f-b46a-43fe-8a87-1b3286e072d8,5439a548-153b-4990-be12-f0e33c30fe63,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_2.0_b_cc-pvdz-dk_ne_12.5439a548-153b-4990-be12-f0e33c30fe63.gz,68,172800,1.0,,2124-10-26T21:13:19.486764,False,False,True,,True,2221,35137,48834398915776,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,8874bf11-f594-41df-b8a0-d2a7441904a1,e2995852-9911-4021-a82f-5b14ddb2d5c8,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_2.0_b_cc-pvdz-dk_ne_28.e2995852-9911-4021-a82f-5b14ddb2d5c8.gz,76,172800,1.0,,2124-10-26T21:13:19.486764,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,202e6184-1e7d-4c02-a82a-f588b6abf809,67acc90d-1a9e-49a7-98a1-8ca643dca272,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_3.0_b_sto-3g_ne_12.67acc90d-1a9e-49a7-98a1-8ca643dca272.gz,18,172800,1.0,-156.7739602011705,2124-10-26T21:13:19.486764,True,False,True,452488.93281499995,True,574,1316,24212408000,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,7c8f0a36-cda5-4b33-bb46-4e58a15b37a1,01d526fb-276e-4369-85d4-66a553a1d02e,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_3.0_b_sto-3g_ne_28.01d526fb-276e-4369-85d4-66a553a1d02e.gz,26,172800,1.0,,2124-10-26T21:13:19.486764,True,False,True,1951385.419593,True,826,435,104417724344,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,c446f93e-dc84-45c1-8e6a-83f966074213,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,cbab5937-5e2f-4f3f-819e-ede8b66d7238,b0eb2de4-1286-4cfb-8724-e5e4bfc7a4f4,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_3.0_b_cc-pvdz-dk_ne_12.b0eb2de4-1286-4cfb-8724-e5e4bfc7a4f4.gz,68,172800,1.0,,2124-10-26T21:13:19.486764,False,False,True,,True,2153,42534,48493217451200,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,cr_dimer,8ed1a800-a4c6-4bff-a6de-cb220554c42f,c28e09e1-5983-42f7-9ecb-b271438ebcc8,2101e6fa-9fb3-4697-98be-25a4e0de2079,sftp://sftp.l3harris.com/gsee/FCIDUMP_d_3.0_b_cc-pvdz-dk_ne_28.2101e6fa-9fb3-4697-98be-25a4e0de2079.gz,76,172800,1.0,,2124-10-26T21:13:19.486764,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,be_0,19cada59-64cc-466c-8809-782a4f574dcc,3fb92ecd-bcbc-43dd-9f29-aa56ea646b75,cc2b3628-dc13-4a95-8765-37211a995068,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.be_cc-pVDZ.cc2b3628-dc13-4a95-8765-37211a995068.gz,14,86400,1.0,-14.616842593115484,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,aa6f643d-fc5e-4dd5-bc8d-8f31727c1644,be_0,19cada59-64cc-466c-8809-782a4f574dcc,afdc2f74-eb52-41ae-b72a-30e5a4c07013,f9afcdc1-ce5c-40dd-ae18-0afc933da5bb,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.be_cc-pVQZ.f9afcdc1-ce5c-40dd-ae18-0afc933da5bb.gz,55,86400,1.0,-14.618950731321249,,True,False,True,5424093.566248001,True,1766,3,290167982192,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,aa6f643d-fc5e-4dd5-bc8d-8f31727c1644,be_0,19cada59-64cc-466c-8809-782a4f574dcc,543e2ed4-a12d-495b-a246-1e4d905ad4a3,fdc83bd0-c9bd-47da-abee-99b743b36494,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.be_cc-pVTZ.fdc83bd0-c9bd-47da-abee-99b743b36494.gz,30,86400,1.0,-14.61842701186015,,True,False,True,228216.76813900002,True,961,3,14775813760,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,57a95618-ea51-4d72-aba7-68af28f7a5ae,f2_0,e3e78b41-577d-4536-a63f-7e968eeb6493,94fc2317-29af-43a1-aaec-dade9850ca27,ac269a87-2bc4-458e-8f4a-64f524c77044,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.f2_cc-pVDZ.ac269a87-2bc4-458e-8f4a-64f524c77044.gz,28,86400,1.0,-199.0993683699105,,True,False,True,425487.769294,True,908,10,27556185832,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,f2_0,e3e78b41-577d-4536-a63f-7e968eeb6493,fa8e83f2-cec5-4609-9b77-d713608a6b53,29d645f8-ce30-4e18-9f41-644ac5f9d922,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.f2_cc-pVQZ.29d645f8-ce30-4e18-9f41-644ac5f9d922.gz,110,86400,1.0,-199.3605311277988,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,57a95618-ea51-4d72-aba7-68af28f7a5ae,f2_0,e3e78b41-577d-4536-a63f-7e968eeb6493,3fb371ad-c738-40ae-b9ae-80e5bce8f2ac,3c3967d4-17c1-4947-9465-b9223b01e694,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.f2_cc-pVTZ.3c3967d4-17c1-4947-9465-b9223b01e694.gz,60,86400,1.0,-199.2976230688276,,True,False,True,30188593.464838002,True,1977,12,1615332379136,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,3ada4ffb-1b9e-4707-9969-0a19746d5e4b,n2_0,9bd9cde6-6daa-441a-984e-ae1c1c051e91,b9c35349-927d-47d5-8e0c-e054bbf4e4e0,60c52c22-d27a-4544-8b9c-6022507611f9,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_cc-pVDZ.60c52c22-d27a-4544-8b9c-6022507611f9.gz,28,86400,1.0,-109.27696624442844,,True,False,True,553977.5243299999,True,908,23,29639706344,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,,n2_0,9bd9cde6-6daa-441a-984e-ae1c1c051e91,9eed79e4-b195-4474-b280-fe9166a7a241,e84ef191-bfe0-4859-96b9-0613cad743d4,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_cc-pVQZ.e84ef191-bfe0-4859-96b9-0613cad743d4.gz,110,86400,1.0,-109.40582662890183,,False,False,False,,,,,,False,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,3ada4ffb-1b9e-4707-9969-0a19746d5e4b,n2_0,9bd9cde6-6daa-441a-984e-ae1c1c051e91,666185aa-b65d-4f73-8846-ae9693388d9d,48512c28-04a3-4e3b-b6b2-3e4b654c1887,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.n2_cc-pVTZ.48512c28-04a3-4e3b-b6b2-3e4b654c1887.gz,60,86400,1.0,-109.37529859279891,,True,False,True,28140758.199668,True,1977,23,1505760381440,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,4970c526-817f-4c04-8d7e-797526d5948d,79e71b3e-6364-4972-b4b3-07841fa8ba97,sftp://sftp.l3harris.com/gsee/fcidump.50_6acme_0.2_old.79e71b3e-6364-4972-b4b3-07841fa8ba97.gz,45,172800,1.0,-2592.687414514583,2124-03-20T20:48:21.795324+00:00,True,False,True,1201318.788371,True,1376,4,77736642432,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,d27fb590-4e90-4d5a-bdb8-37fbf22f528b,e8f72c80-2fde-4bdc-ac1e-07220942f1c2,sftp://sftp.l3harris.com/gsee/fcidump.51_6acme_0.2_old.e8f72c80-2fde-4bdc-ac1e-07220942f1c2.gz,53,172800,1.0,-2592.816535546089,2124-03-20T20:48:21.795324+00:00,True,False,True,4467744.565296,True,1648,4,238949632128,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,a7cd2501-2f67-4fcd-b428-f6620f3596fe,4854c3ff-b3ce-462b-ab8e-0b132cd880d0,sftp://sftp.l3harris.com/gsee/fcidump.52_6acme_0.2_old.4854c3ff-b3ce-462b-ab8e-0b132cd880d0.gz,58,172800,1.0,-2592.878328984242,2124-03-20T20:48:21.795324+00:00,True,False,True,5771501.059412,True,1791,5,308661586048,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,d3bcc63c-57ad-4346-8290-e36447186440,379a0693-4ac3-4ff0-be33-7be3f6cad84f,sftp://sftp.l3harris.com/gsee/fcidump.53_ts56_0.2_old.379a0693-4ac3-4ff0-be33-7be3f6cad84f.gz,44,172800,1.0,-2592.707486407847,2124-03-20T20:48:21.795324+00:00,True,False,True,1146812.037038,True,1349,4,74223126400,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,41907f9f-923d-49e3-80a9-519962110ae7,22ab7092-61bb-401f-ac43-912ec10ea48b,sftp://sftp.l3harris.com/gsee/fcidump.54_ts56_0.2_old.22ab7092-61bb-401f-ac43-912ec10ea48b.gz,54,172800,1.0,-2592.825891046245,2124-03-20T20:48:21.795324+00:00,True,False,True,4780290.06191,True,1681,5,255679137920,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,ad9ceeaf-d7be-46b7-95a9-15bfd33f5022,8a8780b0-a0ba-4b7e-9847-589302123e86,sftp://sftp.l3harris.com/gsee/fcidump.55_ts56_0.2_old.8a8780b0-a0ba-4b7e-9847-589302123e86.gz,55,172800,1.0,-2592.848378223888,2124-03-20T20:48:21.795324+00:00,True,False,True,4973156.929068,True,1707,5,266003941504,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,adecdd92-73c7-416d-90da-b7a3da7ed50b,e6671ea9-f0cf-413c-97cb-c8ab6eda9d5e,sftp://sftp.l3harris.com/gsee/fcidump.56_5_0.2_old.e6671ea9-f0cf-413c-97cb-c8ab6eda9d5e.gz,44,172800,1.0,-2592.788336147052,2124-03-20T20:48:21.795324+00:00,True,False,True,1140999.315804,True,1349,5,73853503360,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,03c70feb-49b8-4113-831a-05e3ae55c66b,eb34bf5e-ecd6-4c2a-9eb6-d9bcb507e047,sftp://sftp.l3harris.com/gsee/fcidump.57_5_0.2_old.eb34bf5e-ecd6-4c2a-9eb6-d9bcb507e047.gz,54,172800,1.0,,2124-03-20T20:48:21.795324+00:00,True,False,True,4784576.560254,True,1679,5,255916116096,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,86e92dd3-2fbf-4518-9c1a-f5341fc6d4fa,fe_red,a8895776-3583-4884-fbc7-d6f9df21a7ac,0e936335-6370-4587-92f0-02eafaf650ed,5f3178b5-0ad3-469a-ae08-e9ecdc637ed3,sftp://sftp.l3harris.com/gsee/fcidump.58_5_0.2_old.5f3178b5-0ad3-469a-ae08-e9ecdc637ed3.gz,55,172800,1.0,-2592.911124291167,2124-03-20T20:48:21.795324+00:00,True,False,True,4958855.849698,True,1707,5,265221703808,True,False
DF_QPE,5dad4064-cd11-412f-85cb-d722afe3b3de,62ae727d-7fe3-40ec-a6e3-b9b82ea4d843,Fe_1,33c9a058-7a67-454c-856c-2519ba55b44d,a7e26b10-bd6b-457c-978e-9050f6529007,b57e3b82-2511-4c00-a850-f6aeba98b0b2,sftp://sftp.l3harris.com/gsee/small_molecules/fcidump.Fe1_vdz.b57e3b82-2511-4c00-a850-f6aeba98b0b2.gz,54,86400,1.0,-123.23354,,True,False,True,6590457.315506,True,1735,3,352593905776,True,False
